name,height,formats,generation_x,format codes,Weaknesses,Strong Weaknesses,Resists,Strong Resists,Immune,STAB,Resistance Index,Entry Hazards,Hazard Removal,Removal Deterrent,Cleric,Pivot,Item Removal,Setup,Priority,HP Drain,HP Recovery,Weather Set,Weather Gimmick,Physical Cutoff 1,Physical Cutoff 2,Physical Cutoff 3,Physical Cutoff 4,Physical Cutoff 5,Physical Cutoff 6,Physical Coverage 1,Physical Coverage 2,Physical Coverage 3,Physical Coverage 4,Special Cutoff 1,Special Cutoff 2,Special Cutoff 3,Special Cutoff 4,Special Cutoff 5,Special Cutoff 6,Special Cutoff 7,Special Coverage 1,Special Coverage 2,Special Coverage 3,Special Coverage 4,Special Coverage 5,Special Coverage 6,Special Coverage 7,Special Coverage 8,Special Coverage 9,Special Coverage 10,Misc Status,Unique Powerful Move,Ability Cutoff 1,Ability Cutoff 2,Ability Cutoff 3,Ability Cutoff 4,Ability Cutoff 5,Ability Cutoff 6,Best Ability,Best Ability <100,Unique Powerful Ability,oldformats,oldformat codes,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp_y,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation_y,is_legendary,moveset,vgc_usage_percent,vgc_usage_year,type1_analysis,type2_analysis,ability1,ability2,hidden_ability
crobat,1.8,RU,GS,3,4,0,2,3,1,2,8,0,1,0,0,3,0,4,1,2,1,0,3,12,10,7,4,2,1,8,7,5,2,7,7,7,7,7,5,2,8,8,6,6,6,2,2,1,1,1,2,0,1,1,0,0,0,0,55.55555556,55.55555556,0,RU,3,"['Inner Focus', 'Infiltrator']",0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,90,3840,70,535,90,Bat Pokémon,80,1000000,1.8,85,Crobatクロバット,50.0,169,70,80,130,poison,flying,75.0,2,0,"Brave Bird, Defog, Roost, Taunt, U-turn",0.03343,Smogon_VGC_Usage_2022,poison,flying,inner-focus,No_ability,infiltrator
lanturn,1.2,PU,GS,1,2,0,4,1,0,2,4,0,0,0,1,3,0,3,2,0,0,0,2,6,6,3,2,1,0,4,4,4,1,13,12,9,8,8,6,5,6,6,6,6,5,4,4,2,1,1,3,0,1,1,1,0,0,0,66.66666667,66.66666667,0,PU,1,"['Volt Absorb', 'Illuminate', 'Water Absorb']",1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.25,0.5,58,5120,70,460,75,Light Pokémon,58,1250000,1.2,125,Lanternランターン,50.0,171,76,76,67,water,electric,22.5,2,0,"Dazzling Gleam, Discharge, Heal Bell, Ice Beam, Protect, Psybeam, Scald, Toxic, Volt Switch",0.00762,Smogon_VGC_Usage_2024,water,electric,volt-absorb,illuminate,water-absorb
xatu,1.5,NU,GS,2,5,0,2,1,1,2,3,0,2,0,1,3,0,3,2,2,1,0,1,6,5,3,2,1,0,5,5,4,2,10,10,10,10,9,6,3,7,7,6,6,5,2,2,2,1,1,3,0,1,1,1,1,1,1,100.0,27.27272727,0,PU,1,"['Synchronize', 'Early Bird', 'Magic Bounce']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,75,5120,70,470,75,Mystic Pokémon,70,1000000,1.5,65,Natioネイティオ,50.0,178,95,70,95,psychic,flying,15.0,2,0,"Cosmic Power, Dazzling Gleam, Roost, Stored Power",,,psychic,flying,synchronize,early-bird,magic-bounce
quagsire,1.4,OU,GS,5,0,1,4,0,1,2,6,0,0,0,0,0,0,2,0,0,1,0,1,21,13,9,7,4,2,8,8,7,2,14,11,9,8,8,7,5,8,7,7,7,6,4,4,2,1,1,2,0,1,1,0,0,0,0,53.84615385,53.84615385,0,UU,4,"['Damp', 'Water Absorb', 'Unaware']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,85,5120,70,430,90,Water Fish Pokémon,85,1000000,1.4,95,Nuohヌオー,50.0,195,65,65,35,water,ground,75.0,2,0,"Earthquake, Haze, Recover, Scald",0.06,Worlds_VGC_Usage_2023,water,ground,damp,water-absorb,unaware
espeon,0.9,NU,GS,2,3,0,2,0,0,1,-1,0,2,0,2,0,0,3,1,0,1,0,2,6,5,2,1,1,1,6,5,4,1,9,9,8,8,6,5,3,6,5,5,5,5,3,3,3,1,1,3,0,1,1,1,1,1,1,100.0,27.27272727,0,NU,2,"['Synchronize', 'Magic Bounce']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,8960,70,525,45,Sun Pokémon,60,1000000,0.9,65,Eifieエーフィ,88.1,196,130,95,110,psychic,,26.5,2,0,"Dazzling Gleam, Light Screen, Reflect, Yawn",0.04,Worlds_VGC_Usage_2023,psychic,No_type,synchronize,No_ability,magic-bounce
umbreon,1.0,UU,GS,4,3,0,2,0,1,1,3,0,0,0,2,0,0,2,2,0,1,0,2,10,7,3,3,2,0,5,4,4,1,6,6,6,5,4,2,1,6,5,5,5,5,3,2,2,1,1,2,0,1,0,0,0,0,0,27.27272727,27.27272727,0,RU,3,"['Synchronize', 'Inner Focus']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,8960,35,525,45,Moonlight Pokémon,110,1000000,1.0,95,Blackyブラッキー,88.1,197,60,130,65,dark,,27.0,2,0,"Foul Play, Heal Bell, Protect, Wish",2.63,Worlds_VGC_Usage_2022,dark,No_type,synchronize,No_ability,inner-focus
slowking,2.0,OU,GS,5,5,0,6,0,0,2,1,0,0,0,0,1,0,4,0,2,2,0,2,18,11,7,6,3,1,10,10,8,2,19,17,16,15,13,10,7,11,11,11,11,10,8,8,5,1,1,3,0,1,1,1,1,1,1,100.0,37.5,0,OU,5,"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,75,5120,70,490,70,Royal Pokémon,80,1000000,2.0,95,Yadokingヤドキング,50.0,199,100,110,30,water,psychic,79.5,2,0,"Future Sight, Scald, Slack Off, Teleport",0.09133,Smogon_VGC_Usage_2024,water,psychic,oblivious,own-tempo,regenerator
steelix,9.2,RU,GS,3,4,0,7,1,2,2,13,2,0,0,0,0,0,4,0,0,0,0,1,29,25,16,12,10,3,12,12,8,3,7,6,6,5,3,1,0,6,6,6,6,5,2,2,2,2,1,2,0,1,1,0,0,0,0,57.14285714,57.14285714,0,RU,3,"['Rock Head', 'Sturdy', 'Sheer Force']",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,125,6400,70,610,25,Iron Snake Pokémon,230,1000000,9.2,75,Haganeilハガネール,50.0,208,55,95,30,steel,ground,400.0,2,0,"Earthquake, Heavy Slam, Stealth Rock, Toxic",,,steel,ground,rock-head,sturdy,sheer-force
scizor,1.8,OU,GS,5,0,1,7,1,1,2,11,0,1,0,0,3,2,4,3,0,1,0,0,17,11,6,4,1,0,9,8,4,2,4,4,4,3,2,2,1,5,5,5,5,3,2,2,2,2,1,1,0,1,1,0,0,0,0,54.54545455,54.54545455,0,UU,4,"['Swarm', 'Technician', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,150,6400,70,600,25,Pincer Pokémon,140,1000000,1.8,70,Hassamハッサム,50.0,212,65,100,75,bug,steel,118.0,2,0,"Bug Bite, Bullet Punch, Dual Wingbeat, Knock Off, Quick Attack, Roost, Swords Dance, U-turn",2.51191,Smogon_VGC_Usage_2023,bug,steel,swarm,technician,light-metal
shuckle,0.6,PU,GS,1,3,0,2,0,0,2,-1,4,0,2,0,0,2,5,0,0,0,0,0,14,12,5,4,3,2,6,6,4,2,7,5,4,4,4,4,2,5,5,5,4,2,0,0,0,0,0,2,0,1,1,0,0,0,0,57.14285714,57.14285714,0,ZU,0,"['Sturdy', 'Gluttony', 'Contrary']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,10,5120,70,505,190,Mold Pokémon,230,1059860,0.6,20,Tsubotsuboツボツボ,50.0,213,10,230,5,bug,rock,20.5,2,0,"Encore, Final Gambit, Stealth Rock, Sticky Web, Toxic",0.20286,Smogon_VGC_Usage_2022,bug,rock,sturdy,gluttony,contrary
heracross,1.5,RU,GS,3,3,1,5,0,0,2,0,3,0,0,0,0,2,5,2,0,0,0,0,27,20,11,8,5,3,10,9,6,3,1,1,1,1,1,1,0,4,4,4,3,2,2,2,2,1,1,0,0,1,1,1,1,1,1,100.0,75.0,0,RU,3,"['Swarm', 'Guts', 'Moxie']",0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,185,6400,70,600,45,Singlehorn Pokémon,115,1250000,1.5,80,Heracrosヘラクロス,50.0,214,40,105,75,bug,fighting,54.0,2,0,"Close Combat, Facade, Knock Off, Megahorn, Spikes, Stone Edge, Swords Dance",0.04,Worlds_VGC_Usage_2024,bug,fighting,swarm,guts,moxie
sneasel,0.9,PU,GS,1,5,1,3,0,1,2,0,0,0,0,0,0,2,4,2,0,0,0,1,24,15,9,7,4,2,11,11,8,2,7,6,6,4,4,2,1,7,6,6,6,5,2,1,0,0,0,2,0,1,0,0,0,0,0,26.31578947,26.31578947,0,ZU,0,"['Inner Focus', 'Keen Eye', 'Pickpocket']",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,95,5120,35,430,60,Sharp Claw Pokémon,55,1059860,0.9,55,Nyulaニューラ,50.0,215,35,75,115,dark,ice,28.0,2,0,"Ice Shard, Icicle Crash, Knock Off, Low Kick, Swords Dance",0.14,Worlds_VGC_Usage_2022,dark,ice,inner-focus,keen-eye,pickpocket
skarmory,1.7,Uber,GS,6,2,0,6,2,2,2,16,3,1,0,0,0,0,4,0,0,1,0,0,14,11,6,6,3,1,8,7,6,2,5,4,4,3,2,1,0,7,6,5,5,2,1,1,1,1,0,2,0,1,1,0,0,0,0,57.14285714,57.14285714,0,OU,5,"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,80,6400,70,465,25,Armor Bird Pokémon,140,1250000,1.7,65,Airmdエアームド,50.0,227,40,70,70,steel,flying,50.5,2,0,"Body Press, Iron Defense, Roost, Spikes, Toxic",0.00795,Smogon_VGC_Usage_2024,steel,flying,keen-eye,sturdy,weak-armor
kingdra,1.8,UU,GS,4,2,0,1,2,0,2,3,0,0,0,0,3,0,4,0,0,0,0,5,9,9,5,5,3,0,5,5,5,2,12,11,10,9,7,6,5,7,7,7,6,6,5,5,2,1,1,2,0,1,1,1,0,0,0,66.66666667,66.66666667,0,NU,2,"['Swift Swim', 'Sniper', 'Damp']",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,95,5120,70,540,45,Dragon Pokémon,95,1000000,1.8,75,Kingdraキングドラ,50.0,230,95,95,85,water,dragon,152.0,2,0,"Draco Meteor, Flip Turn, Hurricane, Hydro Pump, Surf",1.5165,Smogon_VGC_Usage_2022,water,dragon,swift-swim,sniper,damp
porygon2,0.6,RU,GS,3,1,0,0,0,1,1,3,0,0,0,0,1,0,3,0,0,1,0,2,6,4,2,1,1,0,5,5,4,1,11,10,9,8,7,6,4,5,5,5,5,5,4,3,2,1,1,3,0,1,1,1,1,1,1,100.0,66.66666667,0,RU,3,"['Trace', 'Download', 'Analytic']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,515,45,Virtual Pokémon,90,1000000,0.6,85,Porygon2ポリゴン２,,233,105,95,60,normal,,32.5,2,0,"Ice Beam, Recover, Teleport, Toxic, Tri Attack",13.72,Worlds_VGC_Usage_2024,normal,No_type,trace,download,analytic
miltank,1.2,PU,GS,1,1,0,0,0,1,1,3,2,0,0,1,0,0,2,0,0,1,0,2,27,19,15,8,5,1,10,10,10,3,9,8,7,6,6,4,2,8,7,7,7,7,5,5,4,1,1,3,0,1,1,1,1,1,1,100.0,85.71428571,0,ZU,0,"['Thick Fat', 'Scrappy', 'Sap Sipper']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,490,45,Milk Cow Pokémon,105,1250000,1.2,95,Miltankミルタンク,0.0,241,40,70,100,normal,,75.5,2,0,"Body Slam, Hammer Arm, Milk Drink, Seismic Toss, Stealth Rock, Toxic",,,normal,No_type,thick-fat,scrappy,sap-sipper
blissey,1.5,Uber,GS,6,1,0,0,0,1,1,3,2,0,0,3,1,0,3,0,2,1,0,2,22,14,9,5,1,1,9,9,9,2,16,15,14,13,10,8,6,10,9,9,9,8,6,5,3,1,1,3,0,1,1,1,1,1,1,100.0,60.0,0,OU,5,"['Natural Cure', 'Serene Grace', 'Healer']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10240,140,540,30,Happiness Pokémon,10,800000,1.5,255,Happinasハピナス,0.0,242,75,135,55,normal,,46.8,2,0,"Seismic Toss, Soft-Boiled, Teleport, Thunder Wave, Toxic",0.00862,Smogon_VGC_Usage_2024,normal,No_type,natural-cure,serene-grace,healer
tyranitar,2.0,Uber,GS,6,6,1,6,0,1,2,2,2,0,0,0,0,0,4,0,0,0,1,2,41,32,21,15,8,2,14,14,11,3,15,14,13,11,10,7,5,10,10,10,10,9,6,6,2,1,1,3,0,1,1,1,1,1,1,100.0,18.18181818,0,OU,5,"['Sand Stream', 'Unnerve']",2.0,0.5,1.0,1.0,2.0,4.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,0.5,0.0,1.0,2.0,2.0,164,10240,35,700,45,Armor Pokémon,150,1250000,2.0,100,Bangirasバンギラス,50.0,248,95,120,71,rock,dark,202.0,2,0,"Crunch, Earthquake, Fire Punch, Heavy Slam, Ice Punch, Rock Blast, Stealth Rock, Stone Edge, Thunder Wave, Toxic",5.91237,Smogon_VGC_Usage_2023,rock,dark,sand-stream,No_ability,unnerve
lugia,5.2,Uber,GS,6,5,0,2,1,1,2,3,0,1,0,0,0,0,3,0,2,1,0,3,13,11,7,6,3,1,9,9,7,2,18,16,15,14,12,10,6,10,10,10,10,9,6,6,3,1,1,3,0,1,1,1,1,1,1,100.0,65.2173913,0,Uber,6,"['Pressure', 'Multiscale']",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,90,30720,0,680,3,Diving Pokémon,130,1250000,5.2,106,Lugiaルギア,,249,90,154,110,psychic,flying,216.0,2,1,"Ice Beam, Roost, Thunder Wave, Toxic, Whirlwind",0.62118,Smogon_VGC_Usage_2022,psychic,flying,pressure,No_ability,multiscale
ho-oh,3.8,Uber,GS,6,2,1,4,2,1,2,8,0,1,0,0,0,0,3,0,2,2,0,2,9,8,6,5,4,3,7,7,6,3,16,15,15,15,13,10,6,9,9,9,9,6,4,4,4,1,1,3,1,1,1,1,1,1,1,100.0,65.2173913,0,Uber,6,"['Pressure', 'Regenerator']",0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,130,30720,0,680,3,Rainbow Pokémon,90,1250000,3.8,106,Hououホウオウ,,250,110,154,90,fire,flying,199.0,2,1,"Brave Bird, Defog, Earthquake, Flare Blitz, Sacred Fire, Thunder Wave, Toxic, Whirlwind",1.36268,Smogon_VGC_Usage_2022,fire,flying,pressure,No_ability,regenerator
celebi,0.6,RU,GS,3,6,1,6,0,0,2,-2,2,0,0,2,3,0,4,2,2,1,0,2,7,7,5,3,1,1,4,4,3,1,12,11,10,10,9,8,3,11,11,11,11,8,3,3,3,1,1,3,0,1,1,1,1,1,1,100.0,0.0,0,NU,2,['Natural Cure'],4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,100,30720,100,600,45,Time Travel Pokémon,100,1059860,0.6,100,Celebiセレビィ,,251,100,100,100,psychic,grass,5.0,2,1,"Aura Sphere, Giga Drain, Nasty Plot, Psychic, Recover",,,psychic,grass,natural-cure,No_ability,None 
milotic,6.2,UU,RS,4,2,0,4,0,0,1,2,0,0,2,0,3,0,4,0,0,1,0,2,11,9,5,5,3,1,8,8,3,1,9,7,6,5,4,3,3,6,6,5,5,4,3,3,1,1,1,2,0,1,1,1,1,1,0,83.33333333,83.33333333,1,RU,3,"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,60,5120,70,540,60,Tender Pokémon,79,600000,6.2,95,Milokarossミロカロス,50.0,350,100,125,81,water,,162.0,3,0,"Flip Turn, Haze, Ice Beam, Recover, Scald, Toxic",4.16544,Smogon_VGC_Usage_2023,water,No_type,marvel-scale,competitive,cute-charm
blaziken,1.9,OU,RS,5,4,0,5,1,0,2,3,0,1,0,0,3,2,5,2,0,0,0,1,30,23,15,11,8,5,12,12,8,4,8,8,8,8,7,5,3,4,4,4,4,3,3,3,3,2,2,3,0,1,1,1,1,1,1,100.0,25.0,0,OU,5,"['Blaze', 'Speed Boost']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,160,5120,70,630,45,Blaze Pokémon,80,1059860,1.9,80,Bursyamoバシャーモ,88.1,257,130,80,100,fire,fighting,52.0,3,0,"Close Combat, Earthquake, Flare Blitz, Knock Off, Swords Dance, Thunder Punch, U-turn",0.6,Worlds_VGC_Usage_2024,fire,fighting,blaze,No_ability,speed-boost
swampert,1.5,OU,RS,5,0,1,4,0,1,2,6,2,0,0,0,3,0,3,0,0,0,0,1,29,21,15,11,6,2,9,9,9,3,12,9,8,7,7,6,4,7,7,7,7,6,4,4,3,2,2,2,0,1,1,1,1,0,0,75.0,75.0,0,OU,5,"['Torrent', 'Damp']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,150,5120,70,635,45,Mud Fish Pokémon,110,1059860,1.5,100,Laglargeラグラージ,88.1,260,95,110,70,water,ground,81.9,3,0,"Earthquake, Flip Turn, Protect, Rest, Stealth Rock, Toxic, Yawn",0.05529,Smogon_VGC_Usage_2022,water,ground,torrent,No_ability,damp
gardevoir,1.6,UU,RS,4,3,0,1,1,1,2,4,0,0,0,3,1,2,3,2,1,0,0,2,10,8,5,2,1,1,6,6,5,1,15,14,13,13,11,9,6,10,9,9,9,7,3,3,3,1,1,3,0,1,1,1,1,1,1,100.0,27.27272727,0,RU,3,"['Synchronize', 'Trace', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,5120,35,618,45,Embrace Pokémon,65,1250000,1.6,68,Sirnightサーナイト,50.0,282,165,135,100,psychic,fairy,48.4,3,0,"Focus Blast, Healing Wish, Moonblast, Psychic, Shadow Ball, Trick",0.64392,Smogon_VGC_Usage_2023,psychic,fairy,synchronize,trace,telepathy
exploud,1.5,NU,RS,2,1,0,0,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,1,28,22,14,7,3,1,11,10,10,2,13,12,11,10,9,8,6,10,9,8,8,7,5,5,3,1,1,2,0,1,1,1,1,1,1,100.0,25.0,0,NU,2,"['Soundproof', 'Scrappy']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,91,5120,70,490,45,Loud Noise Pokémon,63,1059860,1.5,104,Bakuongバクオング,50.0,295,91,73,68,normal,,84.0,3,0,"Boomburst, Focus Blast, Overheat, Surf",0.0006,Smogon_VGC_Usage_2022,normal,No_type,soundproof,No_ability,scrappy
regirock,1.7,PU,RS,1,5,0,4,0,0,1,-1,2,0,0,0,0,0,3,0,2,0,0,2,28,22,15,11,7,2,8,8,8,2,6,5,5,5,4,3,1,6,6,6,6,5,3,3,3,1,1,3,0,1,1,0,0,0,0,64.28571429,64.28571429,0,PU,1,"['Clear Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,100,20480,35,580,3,Rock Peak Pokémon,200,1250000,1.7,80,Regirockレジロック,,377,50,100,50,rock,,230.0,3,1,"Body Press, Rock Blast, Stealth Rock, Stone Edge, Thunder Wave, Toxic",0.02914,Smogon_VGC_Usage_2024,rock,No_type,clear-body,No_ability,sturdy
regice,1.8,PU,RS,1,4,0,1,0,0,1,-3,0,0,0,0,0,0,3,0,0,0,0,2,24,18,12,9,5,1,7,7,7,2,8,6,6,5,4,3,2,7,6,6,6,5,4,4,3,1,1,3,0,1,1,0,0,0,0,64.28571429,64.28571429,0,ZU,0,"['Clear Body', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,20480,35,580,3,Iceberg Pokémon,100,1250000,1.8,80,Regiceレジアイス,,378,100,200,50,ice,,175.0,3,1,"Focus Blast, Ice Beam, Rest, Rock Polish, Sleep Talk, Thunderbolt",0.14491,Smogon_VGC_Usage_2024,ice,No_type,clear-body,No_ability,ice-body
registeel,1.9,RU,RS,3,3,0,10,0,1,1,11,2,0,0,0,0,0,3,0,0,0,0,2,25,19,12,9,5,1,9,9,7,3,6,5,5,4,3,2,1,6,5,5,5,4,4,4,4,2,1,3,0,1,1,0,0,0,0,64.28571429,64.28571429,0,RU,3,"['Clear Body', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,75,20480,35,580,3,Iron Pokémon,150,1250000,1.9,80,Registeelレジスチル,,379,75,150,50,steel,,205.0,3,1,"Body Press, Heavy Slam, Protect, Seismic Toss, Stealth Rock, Toxic",0.92964,Smogon_VGC_Usage_2024,steel,No_type,clear-body,No_ability,light-metal
pelipper,1.2,OU,RS,5,1,1,5,0,1,2,6,0,1,0,0,3,2,3,1,0,1,1,3,9,7,5,5,2,1,7,7,5,3,9,8,7,6,6,5,4,7,6,5,5,4,4,4,1,1,1,1,0,1,1,1,1,1,1,100.0,0.0,0,OU,5,"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,50,5120,70,440,45,Water Bird Pokémon,100,1000000,1.2,60,Pelipperペリッパー,50.0,279,95,70,65,water,flying,28.0,3,0,"Defog, Hurricane, Roost, Scald, U-turn, Weather Ball",19.51,Worlds_VGC_Usage_2024,water,flying,keen-eye,drizzle,rain-dish
solrock,1.2,PU,RS,1,7,0,5,0,0,2,-2,2,0,0,0,0,0,4,0,0,1,0,2,18,18,11,7,6,3,7,7,6,2,12,11,11,11,9,7,5,7,7,7,6,5,3,2,2,1,1,3,0,1,1,1,1,1,0,95.45454545,95.45454545,0,ZU,0,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0,95,6400,70,460,45,Meteorite Pokémon,85,800000,1.2,90,Solrockソルロック,,338,55,65,70,rock,psychic,154.0,3,0,"Morning Sun, Rock Slide, Stealth Rock, Will-O-Wisp, Zen Headbutt",,,rock,psychic,levitate,No_ability,None 
flygon,2.0,RU,RS,3,2,1,3,0,1,2,3,0,1,0,0,3,0,4,2,2,1,0,1,23,19,13,11,3,2,12,11,10,3,12,11,11,11,9,7,5,6,6,6,6,5,3,3,2,1,1,2,0,1,1,1,1,1,0,95.45454545,95.45454545,0,NU,2,['Levitate'],1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,100,5120,70,520,45,Mystic Pokémon,80,1059860,2.0,80,Flygonフライゴン,50.0,330,80,80,100,ground,dragon,82.0,3,0,"Defog, Dragon Claw, Earthquake, Outrage, Roost, Stone Edge, Toxic, U-turn",0.00894,Smogon_VGC_Usage_2024,ground,dragon,levitate,No_ability,None 
linoone,0.5,RU,RS,3,1,0,0,0,1,1,3,0,0,0,0,0,0,3,2,0,0,0,2,14,11,7,4,1,0,11,10,7,2,11,9,8,7,5,3,2,6,6,6,6,5,3,3,1,1,1,3,0,1,0,0,0,0,0,33.33333333,33.33333333,0,RU,3,"['Pickup', 'Gluttony', 'Quick Feet']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,3840,70,420,90,Rush Pokémon,61,1000000,0.5,78,Massugumaマッスグマ,50.0,264,50,61,100,normal,,32.5,3,0,"Belly Drum, Extreme Speed, Seed Bomb, Stomping Tantrum, Throat Chop",,,normal,No_type,pickup,gluttony,quick-feet
ludicolo,1.5,PU,RS,1,3,0,2,1,0,2,1,0,0,0,0,0,2,4,1,2,1,0,5,18,11,8,4,1,0,10,9,8,2,13,11,10,9,7,5,4,6,6,6,6,5,5,5,3,1,1,2,0,1,1,1,0,0,0,66.66666667,66.66666667,0,ZU,0,"['Swift Swim', 'Rain Dish', 'Own Tempo']",2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,70,3840,70,480,45,Carefree Pokémon,70,1059860,1.5,80,Runpappaルンパッパ,50.0,272,90,100,70,water,grass,55.0,3,0,"Giga Drain, Hydro Pump, Ice Beam, Rain Dance",0.53027,Smogon_VGC_Usage_2023,water,grass,swift-swim,rain-dish,own-tempo
